Order ID,Order Date,Region,City,Customer Segment,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit,Ship Mode
ORD-10083,2024-05-19,East,Patna,Consumer,Furniture,Bookcases,2,11025.12,0.1,19845.21,115.01,Same Day
ORD-10336,2024-05-20,North,Chandigarh,Small Business,Furniture,Tables,6,2260.05,0.0,13560.31,2182.42,Express
ORD-11015,2024-05-20,North,Jaipur,Consumer,Clothing,Menswear,7,2292.39,0.0,16046.7,4155.28,Standard
ORD-11790,2024-05-20,West,Mumbai,Consumer,Electronics,Mobiles,2,12051.13,0.0,24102.25,4989.77,Standard
ORD-10091,2024-05-21,North,Lucknow,Small Business,Clothing,Footwear,6,474.46,0.1,2562.07,344.98,Standard
ORD-11409,2024-05-21,North,Delhi,Corporate,Electronics,Cameras,3,12317.81,0.1,33258.08,1997.23,Standard
ORD-10742,2024-05-22,North,Lucknow,Corporate,Furniture,Tables,1,16129.76,0.1,14516.79,1195.24,Same Day
ORD-11414,2024-05-22,North,Delhi,Consumer,Clothing,Kidswear,2,4207.24,0.15,7152.3,787.12,Standard
ORD-10034,2024-05-22,East,Bhubaneswar,Consumer,Electronics,Mobiles,1,22131.02,0.05,21024.47,2105.48,Standard
ORD-11743,2024-05-22,North,Jaipur,Consumer,Electronics,Mobiles,7,34128.63,0.2,191120.34,-2754.38,Express
ORD-11049,2024-05-23,South,Kochi,Consumer,Electronics,Mobiles,2,8087.88,0.3,11323.03,-238.99,Express
ORD-11057,2024-05-23,South,Kochi,Corporate,Clothing,Menswear,7,1854.92,0.15,11036.74,2153.31,Standard
ORD-10441,2024-05-23,East,Patna,Consumer,Clothing,Womenswear,1,2208.18,0.1,1987.36,355.39,Standard
ORD-10481,2024-05-23,West,Ahmedabad,Corporate,Grocery,Personal Care,1,256.95,0.1,231.25,29.29,Same Day
ORD-11085,2024-05-24,North,Chandigarh,Consumer,Electronics,Accessories,3,10675.64,0.2,25621.54,322.31,Standard
ORD-11095,2024-05-24,South,Chennai,Consumer,Grocery,Staples,7,328.91,0.05,2187.22,376.5,Express
ORD-10539,2024-05-25,South,Chennai,Consumer,Grocery,Personal Care,5,243.68,0.0,1218.42,237.78,Express
ORD-11314,2024-05-25,South,Bengaluru,Consumer,Electronics,Laptops,2,17306.75,0.15,29421.48,2035.19,Standard
ORD-11730,2024-05-25,East,Kolkata,Consumer,Clothing,Footwear,1,2682.81,0.05,2548.67,419.5,Standard
ORD-11078,2024-05-26,West,Surat,Consumer,Clothing,Menswear,3,2883.92,0.15,7353.98,893.13,Express
ORD-11563,2024-05-27,South,Kochi,Small Business,Electronics,Cameras,7,24370.67,0.0,170594.68,29806.04,Same Day
ORD-10077,2024-05-27,South,Hyderabad,Consumer,Grocery,Snacks,5,1007.88,0.0,5039.42,1267.3,Standard
ORD-10448,2024-05-27,East,Guwahati,Consumer,Electronics,Accessories,7,22248.52,0.0,155739.66,12446.03,Standard
ORD-10674,2024-05-27,North,Chandigarh,Consumer,Electronics,Cameras,1,36256.51,0.05,34443.69,2870.62,Express
ORD-10888,2024-05-27,South,Kochi,Corporate,Grocery,Snacks,5,593.22,0.0,2966.09,439.39,Express
ORD-10549,2024-05-28,East,Kolkata,Consumer,Office Supplies,Storage Bins,2,755.85,0.15,1284.95,105.5,Express
ORD-10993,2024-05-28,East,Patna,Consumer,Clothing,Footwear,5,410.0,0.1,1845.0,256.53,Express
ORD-10323,2024-05-28,West,Mumbai,Small Business,Clothing,Menswear,5,2270.61,0.0,11353.07,2217.75,Standard
ORD-10315,2024-05-29,East,Patna,Consumer,Electronics,Mobiles,6,20165.32,0.05,114942.33,16319.44,Standard
ORD-10693,2024-05-29,South,Kochi,Small Business,Office Supplies,Art Supplies,5,385.58,0.05,1831.49,246.11,Standard
ORD-10889,2024-05-29,East,Bhubaneswar,Consumer,Electronics,Accessories,2,42696.47,0.05,81123.3,10268.43,Standard
ORD-11535,2024-05-29,East,Bhubaneswar,Consumer,Electronics,Laptops,6,10316.54,0.15,52614.34,2504.58,Standard
ORD-10295,2024-05-30,East,Kolkata,Consumer,Electronics,Laptops,6,18569.01,0.05,105843.35,11018.83,Express
ORD-10688,2024-05-31,North,Jaipur,Consumer,Electronics,Laptops,6,17931.1,0.1,96827.93,9835.61,Standard
ORD-11726,2024-06-01,East,Guwahati,Small Business,Grocery,Personal Care,4,595.92,0.0,2383.68,430.25,Standard
ORD-10716,2024-06-01,North,Chandigarh,Corporate,Grocery,Staples,2,869.48,0.15,1478.11,54.91,Same Day
ORD-11603,2024-06-02,West,Ahmedabad,Corporate,Furniture,Storage,5,13776.06,0.1,61992.26,2302.02,Express
ORD-11262,2024-06-02,South,Hyderabad,Consumer,Electronics,Laptops,4,24566.96,0.0,98267.83,13042.27,Express
ORD-10100,2024-06-02,North,Lucknow,Consumer,Office Supplies,Stationery,5,1516.79,0.0,7583.95,1207.06,Express
ORD-11785,2024-06-03,West,Ahmedabad,Consumer,Clothing,Menswear,3,1900.78,0.1,5132.11,1017.45,Express
ORD-11032,2024-06-03,East,Guwahati,Corporate,Furniture,Storage,5,5685.97,0.1,25586.89,440.02,Standard
ORD-10178,2024-06-03,West,Pune,Corporate,Office Supplies,Storage Bins,2,1324.07,0.05,2515.74,326.07,Express
ORD-10738,2024-06-04,South,Chennai,Corporate,Furniture,Bookcases,7,3765.08,0.15,22402.23,1722.59,Express
ORD-10459,2024-06-04,East,Patna,Consumer,Clothing,Footwear,1,1970.29,0.05,1871.78,387.76,Express
ORD-11477,2024-06-04,North,Jaipur,Consumer,Office Supplies,Stationery,5,1795.01,0.2,7180.04,301.54,Standard
ORD-10576,2024-06-05,North,Jaipur,Consumer,Furniture,Tables,3,16794.83,0.05,47865.27,1937.52,Standard
ORD-10343,2024-06-05,South,Kochi,Consumer,Clothing,Footwear,1,742.6,0.05,705.47,105.29,Same Day
ORD-11387,2024-06-05,West,Ahmedabad,Corporate,Grocery,Snacks,5,86.31,0.0,431.57,51.13,Standard
ORD-10882,2024-06-06,South,Chennai,Corporate,Electronics,Laptops,1,42419.05,0.0,42419.05,5631.17,Express
ORD-11792,2024-06-06,West,Mumbai,Small Business,Electronics,Laptops,1,27749.35,0.15,23586.95,2164.81,Express
ORD-10902,2024-06-06,South,Hyderabad,Consumer,Electronics,Laptops,6,15367.7,0.0,92206.19,8959.21,Standard
ORD-11592,2024-06-06,South,Chennai,Corporate,Electronics,Cameras,2,43589.89,0.1,78461.8,7132.12,Express
ORD-11195,2024-06-06,North,Lucknow,Consumer,Grocery,Snacks,4,740.28,0.1,2664.99,434.08,Same Day
ORD-11757,2024-06-07,East,Patna,Corporate,Electronics,Mobiles,7,42484.32,0.0,297390.26,57401.93,Standard
ORD-10957,2024-06-07,South,Hyderabad,Consumer,Electronics,Cameras,5,5922.25,0.05,28130.67,2948.4,Standard
ORD-10685,2024-06-08,South,Kochi,Corporate,Clothing,Kidswear,2,3384.94,0.1,6092.89,1116.81,Express
ORD-10262,2024-06-08,West,Mumbai,Consumer,Clothing,Menswear,7,3127.38,0.1,19702.48,2992.57,Standard
ORD-11286,2024-06-08,South,Chennai,Small Business,Grocery,Personal Care,1,1285.34,0.0,1285.34,277.58,Standard
ORD-10679,2024-06-08,West,Ahmedabad,Consumer,Electronics,Mobiles,3,29284.11,0.1,79067.11,8512.95,Standard
ORD-10655,2024-06-09,West,Mumbai,Corporate,Office Supplies,Storage Bins,1,1615.29,0.0,1615.29,244.96,Express
ORD-11436,2024-06-09,South,Bengaluru,Consumer,Electronics,Cameras,4,41333.39,0.0,165333.57,18439.71,Same Day
ORD-10988,2024-06-09,West,Pune,Consumer,Clothing,Womenswear,5,2062.99,0.05,9799.19,1705.03,Standard
ORD-10444,2024-06-09,East,Kolkata,Consumer,Clothing,Footwear,2,1062.47,0.1,1912.45,287.85,Same Day
ORD-10381,2024-06-09,North,Chandigarh,Consumer,Furniture,Tables,3,1049.5,0.1,2833.65,4.38,Standard
ORD-11199,2024-06-09,North,Chandigarh,Consumer,Electronics,Accessories,1,33799.63,0.1,30419.67,3045.92,Same Day
ORD-11007,2024-06-10,East,Patna,Corporate,Electronics,Cameras,2,2275.79,0.0,4551.58,528.19,Standard
ORD-11501,2024-06-10,North,Lucknow,Consumer,Office Supplies,Stationery,1,2934.39,0.0,2934.39,307.69,Express
ORD-10856,2024-06-10,South,Bengaluru,Corporate,Furniture,Storage,6,9196.03,0.0,55176.17,4851.22,Standard
ORD-11426,2024-06-10,West,Surat,Corporate,Electronics,Mobiles,2,28084.7,0.15,47743.99,2984.34,Standard
ORD-10733,2024-06-10,North,Jaipur,Corporate,Electronics,Laptops,3,38502.25,0.0,115506.74,16095.72,Standard
ORD-11513,2024-06-10,West,Ahmedabad,Consumer,Grocery,Personal Care,1,730.51,0.15,620.93,75.73,Standard
ORD-11707,2024-06-11,South,Bengaluru,Consumer,Office Supplies,Stationery,6,839.96,0.2,4031.8,89.24,Standard
ORD-10175,2024-06-11,West,Surat,Corporate,Grocery,Snacks,7,526.37,0.05,3500.39,338.06,Same Day
ORD-11248,2024-06-12,East,Patna,Corporate,Electronics,Cameras,2,16692.28,0.05,31715.32,2887.25,Express
ORD-10971,2024-06-12,South,Bengaluru,Corporate,Furniture,Chairs,2,13465.88,0.0,26931.76,2294.54,Standard
ORD-10134,2024-06-13,South,Chennai,Consumer,Grocery,Snacks,6,876.94,0.05,4998.54,877.95,Standard
ORD-10864,2024-06-13,West,Ahmedabad,Consumer,Grocery,Snacks,2,1323.92,0.05,2515.44,260.73,Express
ORD-10647,2024-06-13,West,Ahmedabad,Corporate,Clothing,Menswear,2,1945.67,0.0,3891.35,875.56,Standard
ORD-11565,2024-06-14,North,Lucknow,Consumer,Electronics,Accessories,7,2222.06,0.1,13998.95,981.89,Standard
ORD-10968,2024-06-14,North,Delhi,Consumer,Clothing,Kidswear,3,2369.84,0.15,6043.1,838.08,Standard
ORD-11676,2024-06-14,West,Ahmedabad,Corporate,Electronics,Accessories,7,20539.67,0.05,136588.79,19804.86,Standard
ORD-10873,2024-06-14,West,Mumbai,Consumer,Clothing,Menswear,6,4379.12,0.2,21019.77,2569.83,Standard
ORD-10517,2024-06-14,South,Hyderabad,Consumer,Furniture,Bookcases,6,8081.27,0.15,41214.47,805.92,Standard
ORD-10169,2024-06-14,North,Chandigarh,Consumer,Electronics,Cameras,3,22154.14,0.0,66462.41,8063.47,Standard
ORD-11705,2024-06-15,West,Surat,Small Business,Electronics,Mobiles,3,39194.79,0.0,117584.38,11507.67,Express
ORD-11158,2024-06-15,West,Ahmedabad,Consumer,Electronics,Accessories,6,4870.68,0.0,29224.07,3948.17,Express
ORD-10116,2024-06-15,North,Jaipur,Consumer,Grocery,Personal Care,2,1028.35,0.0,2056.69,391.18,Standard
ORD-10745,2024-06-15,South,Chennai,Corporate,Electronics,Laptops,3,18257.69,0.0,54773.06,8426.65,Standard
ORD-11635,2024-06-15,West,Pune,Consumer,Clothing,Womenswear,7,4070.34,0.0,28492.37,5230.96,Express
ORD-11421,2024-06-16,West,Surat,Consumer,Grocery,Personal Care,3,832.64,0.0,2497.93,483.91,Express
ORD-10403,2024-06-16,South,Bengaluru,Consumer,Grocery,Snacks,2,1222.46,0.05,2322.67,290.82,Express
ORD-10815,2024-06-16,East,Bhubaneswar,Corporate,Clothing,Footwear,3,3304.52,0.0,9913.57,2256.01,Standard
ORD-11280,2024-06-16,East,Guwahati,Corporate,Furniture,Storage,5,13333.09,0.0,66665.44,4709.15,Standard
ORD-10416,2024-06-17,West,Pune,Small Business,Grocery,Staples,4,568.22,0.0,2272.87,277.34,Standard
ORD-10933,2024-06-18,South,Kochi,Corporate,Office Supplies,Art Supplies,6,1041.71,0.0,6250.24,830.58,Express
ORD-11505,2024-06-18,South,Hyderabad,Consumer,Grocery,Personal Care,3,1478.86,0.15,3771.1,277.58,Standard
ORD-10312,2024-06-19,North,Jaipur,Corporate,Clothing,Womenswear,1,516.0,0.1,464.4,83.2,Standard
ORD-10860,2024-06-19,South,Chennai,Corporate,Clothing,Footwear,3,4262.48,0.0,12787.43,3328.98,Standard
ORD-11033,2024-06-19,South,Kochi,Consumer,Furniture,Storage,6,2915.14,0.1,15741.74,1022.28,Express
ORD-10189,2024-06-20,East,Patna,Corporate,Office Supplies,Stationery,1,1272.38,0.15,1081.52,23.86,Standard
ORD-11120,2024-06-20,South,Kochi,Consumer,Grocery,Beverages,7,1225.4,0.1,7720.02,511.2,Same Day
ORD-10939,2024-06-20,West,Pune,Consumer,Furniture,Chairs,6,9688.43,0.0,58130.59,7785.32,Express
ORD-10472,2024-06-20,East,Patna,Corporate,Office Supplies,Art Supplies,2,2879.96,0.15,4895.93,328.89,Express
ORD-11224,2024-06-21,North,Chandigarh,Corporate,Grocery,Beverages,7,546.22,0.1,3441.17,422.23,Express
ORD-11431,2024-06-21,South,Kochi,Consumer,Grocery,Beverages,3,111.51,0.05,317.81,44.34,Same Day
ORD-11697,2024-06-22,North,Delhi,Corporate,Clothing,Kidswear,3,3825.46,0.1,10328.75,841.77,Express
ORD-10943,2024-06-22,South,Chennai,Consumer,Clothing,Kidswear,2,4279.89,0.15,7275.82,663.35,Standard
ORD-10182,2024-06-23,West,Mumbai,Corporate,Clothing,Menswear,2,1160.04,0.05,2204.07,393.4,Same Day
ORD-11302,2024-06-23,South,Chennai,Consumer,Office Supplies,Paper,3,1274.64,0.2,3059.14,133.62,Standard
ORD-10802,2024-06-23,West,Pune,Corporate,Clothing,Footwear,4,3870.63,0.1,13934.27,2620.73,Express
ORD-10497,2024-06-23,East,Kolkata,Consumer,Grocery,Staples,2,1181.68,0.0,2363.36,468.73,Standard
ORD-10168,2024-06-24,East,Patna,Consumer,Electronics,Mobiles,7,7963.73,0.0,55746.12,8356.25,Express
ORD-11138,2024-06-24,North,Delhi,Corporate,Electronics,Cameras,3,19786.62,0.05,56391.87,4937.91,Standard
ORD-11207,2024-06-24,West,Mumbai,Consumer,Clothing,Footwear,6,1947.29,0.0,11683.74,3063.75,Express
ORD-10789,2024-06-24,South,Hyderabad,Small Business,Furniture,Bookcases,1,21061.64,0.15,17902.39,1097.36,Standard
ORD-10367,2024-06-25,South,Bengaluru,Consumer,Office Supplies,Art Supplies,7,1665.4,0.1,10492.01,1399.74,Express
ORD-10061,2024-06-25,West,Mumbai,Consumer,Electronics,Mobiles,7,3155.63,0.0,22089.41,1505.88,Standard
ORD-11082,2024-06-25,West,Mumbai,Consumer,Electronics,Accessories,7,2850.81,0.1,17960.09,1437.16,Standard
ORD-10578,2024-06-25,West,Surat,Consumer,Furniture,Bookcases,4,8814.9,0.0,35259.59,2524.17,Standard
ORD-10829,2024-06-26,South,Kochi,Corporate,Clothing,Womenswear,7,2655.52,0.15,15800.35,2032.83,Standard
ORD-11410,2024-06-26,West,Pune,Consumer,Clothing,Footwear,6,2032.83,0.0,12196.99,2996.05,Standard
ORD-10454,2024-06-26,North,Lucknow,Corporate,Clothing,Menswear,5,3215.69,0.2,12862.76,1736.33,Standard
ORD-10565,2024-06-26,North,Chandigarh,Consumer,Clothing,Kidswear,6,3933.48,0.1,21240.81,4609.6,Express
ORD-10862,2024-06-26,South,Bengaluru,Consumer,Grocery,Staples,2,1083.48,0.15,1841.92,165.01,Standard
ORD-10248,2024-06-27,South,Kochi,Consumer,Electronics,Cameras,3,17333.47,0.05,49400.4,5488.59,Standard
ORD-10706,2024-06-27,South,Bengaluru,Small Business,Office Supplies,Paper,5,895.84,0.0,4479.19,838.15,Standard
ORD-10521,2024-06-27,South,Kochi,Consumer,Furniture,Storage,3,8782.77,0.0,26348.31,2403.46,Standard
ORD-11456,2024-06-28,West,Ahmedabad,Corporate,Electronics,Accessories,7,5997.76,0.0,41984.31,5811.01,Express
ORD-10535,2024-06-29,West,Mumbai,Corporate,Furniture,Storage,6,20079.33,0.1,108428.38,7162.5,Express
ORD-10909,2024-06-29,West,Mumbai,Consumer,Electronics,Mobiles,7,12550.62,0.1,79068.89,2301.14,Standard
ORD-11135,2024-06-29,East,Kolkata,Consumer,Grocery,Snacks,2,590.45,0.05,1121.86,115.24,Standard
ORD-10837,2024-06-29,East,Bhubaneswar,Consumer,Electronics,Accessories,2,31118.76,0.2,49790.01,689.61,Express
ORD-10254,2024-06-29,South,Chennai,Consumer,Office Supplies,Stationery,5,1854.93,0.0,9274.67,1276.76,Express
ORD-10500,2024-06-29,West,Ahmedabad,Consumer,Clothing,Footwear,7,900.26,0.0,6301.83,1355.24,Standard
ORD-10230,2024-06-30,South,Kochi,Consumer,Furniture,Tables,4,21504.72,0.0,86018.88,10503.34,Standard
ORD-10081,2024-06-30,West,Mumbai,Consumer,Furniture,Storage,1,15631.8,0.0,15631.8,1556.78,Standard
ORD-10656,2024-06-30,West,Surat,Corporate,Electronics,Accessories,4,1608.85,0.1,5791.88,702.22,Standard
ORD-10384,2024-06-30,South,Bengaluru,Consumer,Electronics,Accessories,6,35934.31,0.1,194045.28,10891.69,Same Day
ORD-11392,2024-06-30,West,Ahmedabad,Corporate,Clothing,Womenswear,7,2078.5,0.0,14549.53,3101.33,Standard
ORD-10585,2024-07-01,West,Ahmedabad,Small Business,Grocery,Staples,2,1118.58,0.2,1789.73,27.91,Standard
ORD-11777,2024-07-01,West,Ahmedabad,Consumer,Clothing,Menswear,7,3806.92,0.0,26648.43,6364.88,Express
ORD-11157,2024-07-01,East,Guwahati,Consumer,Electronics,Mobiles,7,41406.94,0.05,275356.14,20835.62,Same Day
ORD-11532,2024-07-01,South,Kochi,Corporate,Electronics,Mobiles,6,44848.7,0.2,215273.78,2060.19,Standard
ORD-10392,2024-07-01,East,Bhubaneswar,Small Business,Grocery,Staples,2,920.89,0.0,1841.78,337.15,Standard
ORD-10113,2024-07-01,South,Kochi,Small Business,Grocery,Beverages,7,834.61,0.1,5258.03,838.36,Standard
ORD-10986,2024-07-01,East,Guwahati,Consumer,Electronics,Mobiles,3,6445.09,0.0,19335.26,2534.09,Standard
ORD-10052,2024-07-02,East,Patna,Consumer,Clothing,Menswear,1,949.79,0.0,949.79,208.22,Express
ORD-10065,2024-07-03,North,Lucknow,Corporate,Electronics,Laptops,1,41822.77,0.05,39731.63,4682.81,Standard
ORD-11343,2024-07-03,West,Pune,Consumer,Furniture,Bookcases,6,4426.17,0.1,23901.3,1093.85,Express
ORD-10552,2024-07-03,South,Kochi,Consumer,Office Supplies,Art Supplies,2,973.58,0.0,1947.15,259.0,Express
ORD-11405,2024-07-03,South,Kochi,Consumer,Electronics,Accessories,7,7377.55,0.1,46478.53,4273.6,Standard
ORD-10415,2024-07-04,West,Ahmedabad,Consumer,Electronics,Mobiles,6,12157.49,0.15,62003.21,2786.1,Standard
ORD-10660,2024-07-04,East,Patna,Consumer,Clothing,Footwear,4,708.66,0.1,2551.19,263.51,Standard
ORD-10155,2024-07-04,West,Ahmedabad,Consumer,Furniture,Storage,4,2231.77,0.2,7141.67,-357.08,Standard
ORD-10657,2024-07-04,East,Guwahati,Consumer,Grocery,Snacks,1,1489.29,0.0,1489.29,277.25,Standard
ORD-10421,2024-07-05,South,Kochi,Consumer,Furniture,Chairs,2,1228.75,0.0,2457.51,279.32,Standard
ORD-10218,2024-07-05,East,Kolkata,Small Business,Grocery,Snacks,6,750.91,0.05,4280.16,753.25,Express
ORD-10058,2024-07-05,East,Kolkata,Corporate,Furniture,Bookcases,7,21904.3,0.15,130330.59,140.8,Express
ORD-11035,2024-07-05,South,Hyderabad,Consumer,Grocery,Beverages,3,858.53,0.1,2318.02,319.55,Standard
ORD-10335,2024-07-06,South,Bengaluru,Consumer,Furniture,Tables,6,10906.52,0.1,58895.2,5802.84,Standard
ORD-10054,2024-07-07,North,Chandigarh,Corporate,Clothing,Kidswear,5,3056.59,0.1,13754.65,1729.54,Standard
ORD-11672,2024-07-08,East,Kolkata,Corporate,Furniture,Bookcases,4,7761.67,0.15,26389.66,62.64,Standard
ORD-10111,2024-07-08,West,Mumbai,Corporate,Electronics,Cameras,5,18410.22,0.2,73640.88,561.87,Standard
ORD-11680,2024-07-08,South,Kochi,Consumer,Grocery,Personal Care,2,931.36,0.15,1583.31,136.02,Express
ORD-11735,2024-07-08,South,Hyderabad,Consumer,Electronics,Cameras,5,34382.74,0.15,146126.66,-3063.7,Express
ORD-11475,2024-07-08,North,Chandigarh,Corporate,Electronics,Mobiles,7,8858.89,0.0,62012.2,8914.36,Express
ORD-10030,2024-07-08,North,Delhi,Consumer,Electronics,Laptops,5,31015.3,0.05,147322.66,13016.44,Express
ORD-10890,2024-07-08,South,Kochi,Consumer,Clothing,Menswear,5,1895.82,0.1,8531.18,1316.22,Express
ORD-10456,2024-07-08,East,Bhubaneswar,Consumer,Grocery,Beverages,2,917.1,0.15,1559.07,170.0,Same Day
ORD-10530,2024-07-08,East,Guwahati,Corporate,Office Supplies,Stationery,5,2902.82,0.15,12337.0,698.47,Standard
ORD-11334,2024-07-08,West,Ahmedabad,Small Business,Electronics,Laptops,5,34927.44,0.0,174637.2,26760.05,Standard
ORD-11268,2024-07-09,East,Bhubaneswar,Consumer,Furniture,Tables,2,16835.4,0.15,28620.17,-463.01,Standard
ORD-11637,2024-07-09,East,Kolkata,Consumer,Grocery,Personal Care,1,780.47,0.0,780.47,134.79,Express
ORD-10137,2024-07-09,South,Bengaluru,Consumer,Furniture,Bookcases,2,3742.0,0.15,6361.4,499.05,Standard
ORD-11615,2024-07-10,North,Chandigarh,Consumer,Electronics,Mobiles,2,44327.36,0.3,62058.3,-3102.92,Standard
ORD-10407,2024-07-10,West,Ahmedabad,Corporate,Electronics,Mobiles,3,35831.5,0.15,91370.33,3536.23,Standard
ORD-10511,2024-07-10,North,Jaipur,Consumer,Grocery,Beverages,3,1038.74,0.05,2960.42,557.05,Standard
ORD-10244,2024-07-10,North,Chandigarh,Corporate,Electronics,Laptops,7,40389.11,0.0,282723.78,33272.11,Express
ORD-10510,2024-07-10,South,Hyderabad,Small Business,Office Supplies,Storage Bins,7,1975.99,0.1,12448.76,1542.51,Standard
ORD-11517,2024-07-10,North,Delhi,Consumer,Grocery,Snacks,3,319.32,0.05,910.07,139.14,Standard
ORD-10796,2024-07-11,South,Hyderabad,Consumer,Furniture,Chairs,1,9398.98,0.0,9398.98,829.0,Express
ORD-11402,2024-07-11,East,Patna,Consumer,Electronics,Laptops,3,40397.03,0.0,121191.08,17635.61,Standard
ORD-10363,2024-07-11,East,Bhubaneswar,Consumer,Grocery,Staples,6,766.53,0.05,4369.2,718.26,Express
ORD-10003,2024-07-11,South,Bengaluru,Consumer,Electronics,Accessories,5,33820.58,0.2,135282.33,7287.55,Standard
ORD-10428,2024-07-11,North,Lucknow,Corporate,Electronics,Cameras,5,16254.5,0.2,65018.01,-2377.89,Standard
ORD-11577,2024-07-11,South,Kochi,Corporate,Office Supplies,Stationery,3,2920.8,0.0,8762.39,1630.7,Standard
ORD-10911,2024-07-12,North,Chandigarh,Small Business,Furniture,Storage,6,7453.25,0.15,38011.55,530.59,Standard
ORD-10240,2024-07-12,West,Pune,Consumer,Grocery,Snacks,2,1349.12,0.05,2563.32,389.7,Standard
ORD-11684,2024-07-12,West,Surat,Consumer,Electronics,Cameras,2,4266.43,0.0,8532.87,1191.73,Standard
ORD-11022,2024-07-12,West,Surat,Consumer,Office Supplies,Stationery,6,536.82,0.3,2254.65,-70.18,Express
ORD-10513,2024-07-12,West,Pune,Consumer,Electronics,Mobiles,2,13154.5,0.05,24993.54,2221.31,Express
ORD-11504,2024-07-14,West,Ahmedabad,Consumer,Furniture,Chairs,2,9059.25,0.15,15400.73,373.37,Same Day
ORD-10586,2024-07-14,West,Mumbai,Consumer,Grocery,Staples,4,516.13,0.1,1858.06,263.46,Express
ORD-10119,2024-07-15,West,Surat,Consumer,Furniture,Storage,4,11235.29,0.1,40447.05,2276.27,Same Day
ORD-11350,2024-07-15,South,Hyderabad,Consumer,Office Supplies,Art Supplies,3,1351.85,0.15,3447.22,158.16,Standard
ORD-10082,2024-07-15,South,Bengaluru,Consumer,Grocery,Snacks,1,801.6,0.05,761.52,90.87,Express
ORD-11630,2024-07-15,North,Chandigarh,Consumer,Clothing,Menswear,1,1216.78,0.0,1216.78,304.48,Standard
ORD-10786,2024-07-16,East,Guwahati,Consumer,Grocery,Personal Care,5,454.15,0.05,2157.24,391.27,Standard
ORD-11292,2024-07-16,East,Bhubaneswar,Corporate,Clothing,Menswear,4,1273.8,0.1,4585.67,543.02,Standard
ORD-10221,2024-07-16,West,Pune,Corporate,Electronics,Laptops,4,34215.16,0.0,136860.62,14953.96,Standard
ORD-11526,2024-07-16,South,Chennai,Consumer,Clothing,Womenswear,5,3114.62,0.05,14794.45,2902.47,Same Day
ORD-11601,2024-07-17,South,Bengaluru,Corporate,Clothing,Menswear,1,1095.96,0.1,986.36,113.8,Express
ORD-10868,2024-07-17,North,Jaipur,Consumer,Clothing,Womenswear,1,3242.03,0.1,2917.82,204.1,Express
ORD-11217,2024-07-17,South,Chennai,Consumer,Clothing,Footwear,2,2579.04,0.1,4642.27,725.74,Standard
ORD-10275,2024-07-17,North,Lucknow,Corporate,Office Supplies,Paper,4,750.43,0.0,3001.72,458.43,Standard
ORD-11788,2024-07-17,North,Lucknow,Consumer,Furniture,Bookcases,4,1469.15,0.15,4995.1,281.73,Standard
ORD-11107,2024-07-18,South,Hyderabad,Consumer,Clothing,Footwear,7,3811.32,0.15,22677.35,3650.16,Standard
ORD-11498,2024-07-18,West,Pune,Consumer,Grocery,Beverages,4,365.39,0.15,1242.32,75.98,Standard
ORD-10098,2024-07-18,South,Chennai,Small Business,Furniture,Storage,1,4336.59,0.1,3902.93,-12.76,Standard
ORD-10678,2024-07-19,East,Guwahati,Consumer,Electronics,Mobiles,1,17160.04,0.1,15444.03,1139.8,Standard
ORD-10291,2024-07-19,South,Bengaluru,Consumer,Office Supplies,Art Supplies,4,1302.14,0.1,4687.69,558.76,Standard
ORD-10073,2024-07-19,South,Chennai,Corporate,Electronics,Accessories,7,9416.6,0.0,65916.22,13287.43,Express
ORD-11412,2024-07-20,East,Guwahati,Corporate,Grocery,Personal Care,7,525.75,0.2,2944.2,196.61,Express
ORD-10662,2024-07-20,East,Bhubaneswar,Consumer,Office Supplies,Stationery,7,709.81,0.15,4223.34,294.2,Express
ORD-10477,2024-07-20,North,Jaipur,Small Business,Furniture,Bookcases,1,3550.69,0.1,3195.62,156.64,Express
ORD-10564,2024-07-20,West,Pune,Consumer,Office Supplies,Art Supplies,3,1271.96,0.15,3243.49,183.61,Same Day
ORD-11413,2024-07-20,North,Delhi,Consumer,Clothing,Footwear,6,723.69,0.15,3690.83,550.18,Standard
ORD-11201,2024-07-20,South,Bengaluru,Corporate,Furniture,Chairs,5,7855.51,0.0,39277.56,2725.6,Standard
ORD-10959,2024-07-20,North,Chandigarh,Consumer,Furniture,Bookcases,7,21571.09,0.0,150997.65,12791.66,Standard
ORD-10524,2024-07-20,South,Chennai,Consumer,Clothing,Footwear,3,1697.49,0.2,4073.97,741.21,Same Day
ORD-10904,2024-07-20,North,Chandigarh,Consumer,Office Supplies,Paper,7,691.34,0.0,4839.35,655.22,Standard
ORD-10249,2024-07-21,East,Patna,Consumer,Electronics,Accessories,2,28660.51,0.05,54454.97,6138.38,Express
ORD-10659,2024-07-21,South,Chennai,Consumer,Electronics,Accessories,5,17334.65,0.1,78005.94,5273.72,Standard
ORD-11729,2024-07-22,East,Bhubaneswar,Corporate,Clothing,Kidswear,5,542.86,0.0,2714.3,577.66,Express
ORD-10766,2024-07-22,North,Chandigarh,Corporate,Clothing,Womenswear,6,3473.9,0.15,17716.88,2654.35,Standard
ORD-10231,2024-07-22,East,Bhubaneswar,Corporate,Electronics,Accessories,5,12740.22,0.05,60516.06,4152.95,Standard
